0.000000; 0.000000; 2.823853
1.000000; 0.000000; 2.829492
2.000000; 0.000000; 2.824658
3.000000; 0.000000; 2.827075
4.000000; 0.000000; 2.824658
5.000000; 0.000000; 2.827075
6.000000; 0.000000; 2.826270
7.000000; 0.000000; 2.828687
8.000000; 0.000000; 2.824658
9.000000; 0.000000; 2.827075
10.000000; 0.000000; 2.824658
11.000000; 0.000000; 2.827075
12.000000; 0.000000; 2.819019
13.000000; 0.000000; 2.823047
14.000000; 0.000000; 2.818213
15.000000; 0.000000; 2.822241
16.000000; 0.000000; 2.827075
17.000000; 0.000000; 2.829492
18.000000; 0.000000; 2.827075
19.000000; 0.000000; 2.830298
20.000000; 0.000000; 2.824658
21.000000; 0.000000; 2.826270
22.000000; 0.000000; 2.823047
23.000000; 0.000000; 2.826270
24.000000; 0.000000; 2.819824
25.000000; 0.000000; 2.823047
26.000000; 0.000000; 2.820630
27.000000; 0.000000; 2.822241
28.000000; 0.000000; 2.819824
29.000000; 0.000000; 2.823047
30.000000; 0.000000; 2.823853
31.000000; 0.000000; 2.827075
32.000000; 0.000000; 2.824658
33.000000; 0.000000; 2.827075
34.000000; 0.000000; 2.824658
35.000000; 0.000000; 2.826270
36.000000; 0.000000; 2.823047
37.000000; 0.000000; 2.825464
38.000000; 0.000000; 2.814990
39.000000; 0.000000; 2.818213
40.000000; 0.000000; 2.814185
41.000000; 0.000000; 2.816602
42.000000; 0.000000; 2.823853
43.000000; 0.000000; 2.825464
44.000000; 0.000000; 2.823853
45.000000; 0.000000; 2.826270
46.000000; 0.000000; 2.816602
47.000000; 0.000000; 2.822241
48.000000; 0.000000; 2.814990
49.000000; 0.000000; 2.821436
50.000000; 0.000000; 2.814990
51.000000; 0.000000; 2.819019
52.000000; 0.000000; 2.814990
53.000000; 0.000000; 2.818213
54.000000; 0.000000; 2.812573
55.000000; 0.000000; 2.821436
56.000000; 0.000000; 2.818213
57.000000; 0.000000; 2.821436
58.000000; 0.000000; 2.816602
59.000000; 0.000000; 2.821436
60.000000; 0.000000; 2.814185
61.000000; 0.000000; 2.822241
62.000000; 0.000000; 2.814990
63.000000; 0.000000; 2.814990
64.000000; 0.000000; 2.810962
65.000000; 0.000000; 2.814990
66.000000; 0.000000; 2.821436
67.000000; 0.000000; 2.823853
68.000000; 0.000000; 2.819019
69.000000; 0.000000; 2.824658
70.000000; 0.000000; 2.820630
71.000000; 0.000000; 2.816602
72.000000; 0.000000; 2.813379
73.000000; 0.000000; 2.819824
74.000000; 0.000000; 2.812573
75.000000; 0.000000; 2.816602
76.000000; 0.000000; 2.814185
