0.000000; 0.000000; 0.625195;
1.000000; 0.000000; 0.621973;
2.000000; 0.000000; 0.624390;
3.000000; 0.000000; 0.619556;
4.000000; 0.000000; 0.626807;
5.000000; 0.000000; 0.626001;
6.000000; 0.000000; 0.626001;
7.000000; 0.000000; 0.622778;
8.000000; 0.000000; 0.622778;
9.000000; 0.000000; 0.619556;
10.000000; 0.000000; 0.623584;
11.000000; 0.000000; 0.621973;
12.000000; 0.000000; 0.628418;
13.000000; 0.000000; 0.623584;
14.000000; 0.000000; 0.626807;
15.000000; 0.000000; 0.623584;
16.000000; 0.000000; 0.623584;
17.000000; 0.000000; 0.621973;
18.000000; 0.000000; 0.623584;
19.000000; 0.000000; 0.621167;
20.000000; 0.000000; 0.623584;
21.000000; 0.000000; 0.621167;
22.000000; 0.000000; 0.623584;
23.000000; 0.000000; 0.621973;
24.000000; 0.000000; 0.624390;
25.000000; 0.000000; 0.618750;
26.000000; 0.000000; 0.621973;
27.000000; 0.000000; 0.620361;
28.000000; 0.000000; 0.624390;
29.000000; 0.000000; 0.623584;
30.000000; 0.000000; 0.624390;
