0.000000; 0.000000; 0.543018;
1.000000; 0.000000; 0.546240;
2.000000; 0.000000; 0.543018;
3.000000; 0.000000; 0.544629;
4.000000; 0.000000; 0.543823;
5.000000; 0.000000; 0.549463;
6.000000; 0.000000; 0.546240;
7.000000; 0.000000; 0.545435;
8.000000; 0.000000; 0.546240;
9.000000; 0.000000; 0.543823;
10.000000; 0.000000; 0.542212;
11.000000; 0.000000; 0.545435;
12.000000; 0.000000; 0.544629;
13.000000; 0.000000; 0.547852;
14.000000; 0.000000; 0.544629;
15.000000; 0.000000; 0.547852;
16.000000; 0.000000; 0.543018;
17.000000; 0.000000; 0.544629;
18.000000; 0.000000; 0.543018;
19.000000; 0.000000; 0.544629;
20.000000; 0.000000; 0.544629;
21.000000; 0.000000; 0.547852;
22.000000; 0.000000; 0.543018;
23.000000; 0.000000; 0.545435;
24.000000; 0.000000; 0.541406;
25.000000; 0.000000; 0.544629;
26.000000; 0.000000; 0.542212;
27.000000; 0.000000; 0.545435;
28.000000; 0.000000; 0.544629;
29.000000; 0.000000; 0.546240;
30.000000; 0.000000; 0.544629;
