0.000000; 0.000000; 0.974048
1.000000; 0.000000; 0.974854
2.000000; 0.000000; 0.973242
3.000000; 0.000000; 0.974854
4.000000; 0.000000; 0.974048
5.000000; 0.000000; 0.973242
6.000000; 0.000000; 0.973242
7.000000; 0.000000; 0.972437
8.000000; 0.000000; 0.972437
9.000000; 0.000000; 0.974854
10.000000; 0.000000; 0.974854
11.000000; 0.000000; 0.975659
12.000000; 0.000000; 0.973242
13.000000; 0.000000; 0.971631
14.000000; 0.000000; 0.973242
15.000000; 0.000000; 0.971631
16.000000; 0.000000; 0.972437
17.000000; 0.000000; 0.973242
18.000000; 0.000000; 0.974048
19.000000; 0.000000; 0.972437
20.000000; 0.000000; 0.974048
21.000000; 0.000000; 0.973242
22.000000; 0.000000; 0.974048
23.000000; 0.000000; 0.973242
24.000000; 0.000000; 0.974048
25.000000; 0.000000; 0.972437
26.000000; 0.000000; 0.973242
27.000000; 0.000000; 0.973242
28.000000; 0.000000; 0.972437
29.000000; 0.000000; 0.973242
30.000000; 0.000000; 0.972437
