0.000000; 0.000000; 0.383496;
1.000000; 0.000000; 0.385913;
2.000000; 0.000000; 0.382690;
3.000000; 0.000000; 0.385107;
4.000000; 0.000000; 0.382690;
5.000000; 0.000000; 0.384302;
6.000000; 0.000000; 0.382690;
7.000000; 0.000000; 0.385107;
8.000000; 0.000000; 0.384302;
9.000000; 0.000000; 0.386719;
10.000000; 0.000000; 0.383496;
11.000000; 0.000000; 0.385107;
12.000000; 0.000000; 0.381079;
13.000000; 0.000000; 0.382690;
14.000000; 0.000000; 0.381079;
15.000000; 0.000000; 0.385913;
16.000000; 0.000000; 0.383496;
17.000000; 0.000000; 0.385913;
18.000000; 0.000000; 0.384302;
19.000000; 0.000000; 0.385913;
20.000000; 0.000000; 0.381079;
21.000000; 0.000000; 0.383496;
22.000000; 0.000000; 0.381885;
23.000000; 0.000000; 0.384302;
24.000000; 0.000000; 0.382690;
25.000000; 0.000000; 0.386719;
26.000000; 0.000000; 0.384302;
27.000000; 0.000000; 0.384302;
28.000000; 0.000000; 0.382690;
29.000000; 0.000000; 0.385913;
30.000000; 0.000000; 0.381885;
