0.000000; 0.000000; 0.058008;
1.000000; 0.000000; 0.060425;
2.000000; 0.000000; 0.059619;
3.000000; 0.000000; 0.061230;
4.000000; 0.000000; 0.057202;
5.000000; 0.000000; 0.059619;
6.000000; 0.000000; 0.057202;
7.000000; 0.000000; 0.058813;
8.000000; 0.000000; 0.059619;
9.000000; 0.000000; 0.061230;
10.000000; 0.000000; 0.058008;
11.000000; 0.000000; 0.060425;
12.000000; 0.000000; 0.056396;
13.000000; 0.000000; 0.059619;
14.000000; 0.000000; 0.055591;
15.000000; 0.000000; 0.059619;
16.000000; 0.000000; 0.058813;
17.000000; 0.000000; 0.061230;
18.000000; 0.000000; 0.058813;
19.000000; 0.000000; 0.060425;
20.000000; 0.000000; 0.057202;
21.000000; 0.000000; 0.058813;
22.000000; 0.000000; 0.057202;
23.000000; 0.000000; 0.061230;
24.000000; 0.000000; 0.058008;
25.000000; 0.000000; 0.060425;
26.000000; 0.000000; 0.059619;
27.000000; 0.000000; 0.061230;
28.000000; 0.000000; 0.057202;
29.000000; 0.000000; 0.059619;
30.000000; 0.000000; 0.056396;
