0.000000; 0.000000; 0.278760
1.000000; 0.000000; 0.277954
2.000000; 0.000000; 0.277954
3.000000; 0.000000; 0.278760
4.000000; 0.000000; 0.276343
5.000000; 0.000000; 0.277148
6.000000; 0.000000; 0.276343
7.000000; 0.000000; 0.277148
8.000000; 0.000000; 0.278760
9.000000; 0.000000; 0.278760
10.000000; 0.000000; 0.277954
11.000000; 0.000000; 0.278760
12.000000; 0.000000; 0.277148
13.000000; 0.000000; 0.277954
14.000000; 0.000000; 0.277954
15.000000; 0.000000; 0.277954
16.000000; 0.000000; 0.277148
17.000000; 0.000000; 0.277954
18.000000; 0.000000; 0.276343
19.000000; 0.000000; 0.277148
20.000000; 0.000000; 0.277148
21.000000; 0.000000; 0.277148
22.000000; 0.000000; 0.277148
23.000000; 0.000000; 0.277148
24.000000; 0.000000; 0.277148
25.000000; 0.000000; 0.278760
26.000000; 0.000000; 0.277954
27.000000; 0.000000; 0.277954
28.000000; 0.000000; 0.276343
29.000000; 0.000000; 0.276343
30.000000; 0.000000; 0.276343
